Season,City,Year,Sport,Event,Name,NOC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,BRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,ARG
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,RSA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,USA
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,KEN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,IRL
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,JPN
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_1,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_2,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_3,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_4,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_5,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_6,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_7,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_8,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_9,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_10,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_11,KOR
Summer,Tokyo,2020,Rugby,Rugby sevens M,Rugby sevens M_12,KOR
Summer,Tokyo,2020,Sailing,470 W,Hannah Mills,GBR
Summer,Tokyo,2020,Sailing,470 W,Eilidh McIntyre,GBR
Summer,Tokyo,2020,Sailing,470 W,Agnieszka Skrzypulec,POL
Summer,Tokyo,2020,Sailing,470 W,Jolanta Ogar,POL
Summer,Tokyo,2020,Sailing,470 W,Camille Lecointre,FRA
Summer,Tokyo,2020,Sailing,470 W,Aloise Retornaz,FRA
Summer,Tokyo,2020,Sailing,470 W,Linda Fahrni,SUI
Summer,Tokyo,2020,Sailing,470 W,Maja Siegenthaler,SUI
Summer,Tokyo,2020,Sailing,470 W,Tina Mrak,SLO
Summer,Tokyo,2020,Sailing,470 W,Veronika Macarol,SLO
Summer,Tokyo,2020,Sailing,470 W,Luise Wanser,GER
Summer,Tokyo,2020,Sailing,470 W,Anastasiya Winkel,GER
Summer,Tokyo,2020,Sailing,470 W,Ai Kondo Yoshida,JPN
Summer,Tokyo,2020,Sailing,470 W,Miho Yoshioka,JPN
Summer,Tokyo,2020,Sailing,470 W,Noya Bar Am,ISR
Summer,Tokyo,2020,Sailing,470 W,Shahar Tibi,ISR
Summer,Tokyo,2020,Sailing,470 W,Fernanda Oliveira,BRA
Summer,Tokyo,2020,Sailing,470 W,Ana Luiza Barbachan,BRA
Summer,Tokyo,2020,Sailing,470 W,Afrodite Zegers,NED
Summer,Tokyo,2020,Sailing,470 W,Lobke Berkhout,NED
Summer,Tokyo,2020,Sailing,470 W,Silvia Mas Depares,ESP
Summer,Tokyo,2020,Sailing,470 W,Patricia Cantero Reina,ESP
Summer,Tokyo,2020,Sailing,470 W,Nikole Barnes,USA
Summer,Tokyo,2020,Sailing,470 W,Lara Dallman-Weiss,USA
Summer,Tokyo,2020,Sailing,470 W,Elena Berta,ITA
Summer,Tokyo,2020,Sailing,470 W,Bianca Caruso,ITA
Summer,Tokyo,2020,Sailing,470 W,Olivia Bergström,SWE
Summer,Tokyo,2020,Sailing,470 W,Lovisa Karlsson,SWE
Summer,Tokyo,2020,Sailing,470 W,Ariadne Paraskevi Spanaki,GRE
Summer,Tokyo,2020,Sailing,470 W,Aimilia Tsoulfa,GRE
Summer,Tokyo,2020,Sailing,470 W,Nia Jerwood,AUS
Summer,Tokyo,2020,Sailing,470 W,Monique De Vries,AUS
Summer,Tokyo,2020,Sailing,470 W,Beste Kaynakci,TUR
Summer,Tokyo,2020,Sailing,470 W,Okyanus Arikan,TUR
Summer,Tokyo,2020,Sailing,470 W,Wei Mengxi,CHN
Summer,Tokyo,2020,Sailing,470 W,Gao Haiyan,CHN
Summer,Tokyo,2020,Sailing,470 W,Nuraisyah Jamil,MAS
Summer,Tokyo,2020,Sailing,470 W,Juni Karimah Noor Jamali,MAS
Summer,Tokyo,2020,Sailing,470 W,Maria Belen Tavella,ARG
Summer,Tokyo,2020,Sailing,470 W,Lourdes Hartkopf,ARG
Summer,Tokyo,2020,Sailing,470 W,Denise Parruque,MOZ
Summer,Tokyo,2020,Sailing,470 W,Maria Machava,MOZ
Summer,Tokyo,2020,Sailing,470 M,Mathew Belcher,AUS
Summer,Tokyo,2020,Sailing,470 M,Will Ryan,AUS
Summer,Tokyo,2020,Sailing,470 M,Anton Dahlberg,SWE
Summer,Tokyo,2020,Sailing,470 M,Fredrik Bergström,SWE
Summer,Tokyo,2020,Sailing,470 M,Jordi Xammar,ESP
Summer,Tokyo,2020,Sailing,470 M,Nicolas Rodriguez,ESP
Summer,Tokyo,2020,Sailing,470 M,Paul Snow-Hansen,NZL
Summer,Tokyo,2020,Sailing,470 M,Daniel Willcox,NZL
Summer,Tokyo,2020,Sailing,470 M,Luke Patience,GBR
Summer,Tokyo,2020,Sailing,470 M,Chris Grube,GBR
Summer,Tokyo,2020,Sailing,470 M,Giacomo Ferrari,ITA
Summer,Tokyo,2020,Sailing,470 M,Giulio Calabro,ITA
Summer,Tokyo,2020,Sailing,470 M,Keiju Okada,JPN
Summer,Tokyo,2020,Sailing,470 M,Jumpei Hokazono,JPN
Summer,Tokyo,2020,Sailing,470 M,Panagiotis Mantis,GRE
Summer,Tokyo,2020,Sailing,470 M,Pavlos Kagialis,GRE
Summer,Tokyo,2020,Sailing,470 M,Stuart McNay,USA
Summer,Tokyo,2020,Sailing,470 M,David Hughes,USA
Summer,Tokyo,2020,Sailing,470 M,Deniz Cinar,TUR
Summer,Tokyo,2020,Sailing,470 M,Ates Cinar,TUR
Summer,Tokyo,2020,Sailing,470 M,Kevin Peponnet,FRA
Summer,Tokyo,2020,Sailing,470 M,Jeremie Mion,FRA
Summer,Tokyo,2020,Sailing,470 M,Pavel Sozykin,ROC
Summer,Tokyo,2020,Sailing,470 M,Denis Gribanov,ROC
Summer,Tokyo,2020,Sailing,470 M,Xu Zangjun,CHN
Summer,Tokyo,2020,Sailing,470 M,Wang Yang,CHN
Summer,Tokyo,2020,Sailing,470 M,Park Gun-woo,KOR
Summer,Tokyo,2020,Sailing,470 M,Cho Sung-min,KOR
Summer,Tokyo,2020,Sailing,470 M,Diogo Costa,POR
Summer,Tokyo,2020,Sailing,470 M,Pedro Costa,POR
Summer,Tokyo,2020,Sailing,470 M,Henrique Haddad,BRA
Summer,Tokyo,2020,Sailing,470 M,Bruno Bethlen,BRA
Summer,Tokyo,2020,Sailing,470 M,Jacob Saunders,CAN
Summer,Tokyo,2020,Sailing,470 M,Oliver Bone,CAN
Summer,Tokyo,2020,Sailing,470 M,Tyler Justus Paige,ASA
Summer,Tokyo,2020,Sailing,470 M,Adrian Hoesch,ASA
Summer,Tokyo,2020,Sailing,470 M,Matias Montinho,ANG
Summer,Tokyo,2020,Sailing,470 M,Paixao Afonso,ANG
Summer,Tokyo,2020,Sailing,49er W,Martine Grael,BRA
Summer,Tokyo,2020,Sailing,49er W,Kahena Kunze,BRA
Summer,Tokyo,2020,Sailing,49er W,Tina Lutz,GER
Summer,Tokyo,2020,Sailing,49er W,Susann Beucke,GER
Summer,Tokyo,2020,Sailing,49er W,Annemiek Bekkering,NED
Summer,Tokyo,2020,Sailing,49er W,Annette Duetz,NED
Summer,Tokyo,2020,Sailing,49er W,Tamara Echegoyen Dominguez,ESP
Summer,Tokyo,2020,Sailing,49er W,Paula Barcelo Martin,ESP
Summer,Tokyo,2020,Sailing,49er W,Victoria Travascio,ARG
Summer,Tokyo,2020,Sailing,49er W,Maria Branz,ARG
Summer,Tokyo,2020,Sailing,49er W,Charlotte Dobson,GBR
Summer,Tokyo,2020,Sailing,49er W,Saskia Tidey,GBR
Summer,Tokyo,2020,Sailing,49er W,Helene Næss,NOR
Summer,Tokyo,2020,Sailing,49er W,Marie Rønningen,NOR
Summer,Tokyo,2020,Sailing,49er W,Ida Marie Baad Nielsen,DEN
Summer,Tokyo,2020,Sailing,49er W,Marie Thusgaard Olsen,DEN
Summer,Tokyo,2020,Sailing,49er W,Lili Sebesi,FRA
Summer,Tokyo,2020,Sailing,49er W,Albane Dubois,FRA
Summer,Tokyo,2020,Sailing,49er W,Kimberly Lim,SIN
Summer,Tokyo,2020,Sailing,49er W,Rui Cecilia Low Qi,SIN
Summer,Tokyo,2020,Sailing,49er W,Stephanie Roble,USA
Summer,Tokyo,2020,Sailing,49er W,Maggie Shea,USA
Summer,Tokyo,2020,Sailing,49er W,Alex Maloney,NZL
Summer,Tokyo,2020,Sailing,49er W,Molly Meech,NZL
Summer,Tokyo,2020,Sailing,49er W,Tess Lloyd,AUS
Summer,Tokyo,2020,Sailing,49er W,Jaime Ryan,AUS
Summer,Tokyo,2020,Sailing,49er W,Isaura Maenhaut Van Lemberge,BEL
Summer,Tokyo,2020,Sailing,49er W,Anouk Geurts,BEL
Summer,Tokyo,2020,Sailing,49er W,Aleksandra Melzacka,POL
Summer,Tokyo,2020,Sailing,49er W,Kinga Loboda,POL
Summer,Tokyo,2020,Sailing,49er W,Alexandra Ten Hove,CAN
Summer,Tokyo,2020,Sailing,49er W,Mariah Millen,CAN
Summer,Tokyo,2020,Sailing,49er W,Tanja Frank,AUT
Summer,Tokyo,2020,Sailing,49er W,Lorena Abicht,AUT
Summer,Tokyo,2020,Sailing,49er W,Anna Yamazaki,JPN
Summer,Tokyo,2020,Sailing,49er W,Sena Takano,JPN
Summer,Tokyo,2020,Sailing,49er W,Chen Shasha,CHN
Summer,Tokyo,2020,Sailing,49er W,Jin Ye,CHN
Summer,Tokyo,2020,Sailing,49er W,Diana Tudela Ballon,PER
Summer,Tokyo,2020,Sailing,49er W,Maria Pia Van Oordt Lopez,PER
Summer,Tokyo,2020,Sailing,49er W,Eya Guezguez,TUN
Summer,Tokyo,2020,Sailing,49er W,Sarra Guezguez,TUN
Summer,Tokyo,2020,Sailing,49er M,Dylan Fletcher-Scott,GBR
Summer,Tokyo,2020,Sailing,49er M,Stuart Bithell,GBR
Summer,Tokyo,2020,Sailing,49er M,Peter Burling,NZL
Summer,Tokyo,2020,Sailing,49er M,Blair Tuke,NZL
Summer,Tokyo,2020,Sailing,49er M,Erik Heil,GER
Summer,Tokyo,2020,Sailing,49er M,Thomas Plössel,GER
Summer,Tokyo,2020,Sailing,49er M,Le Diego Botin Chever,ESP
Summer,Tokyo,2020,Sailing,49er M,Iago Lopez Marra,ESP
Summer,Tokyo,2020,Sailing,49er M,Jonas Warrer,DEN
Summer,Tokyo,2020,Sailing,49er M,Jakob Precht Jensen,DEN
Summer,Tokyo,2020,Sailing,49er M,Bart Lambriex,NED
Summer,Tokyo,2020,Sailing,49er M,Pim Van Vugt,NED
Summer,Tokyo,2020,Sailing,49er M,Jorge Martins de Lima,POR
Summer,Tokyo,2020,Sailing,49er M,Jose Costa,POR
Summer,Tokyo,2020,Sailing,49er M,Sime Fantela,CRO
Summer,Tokyo,2020,Sailing,49er M,Mihovil Fantela,CRO
Summer,Tokyo,2020,Sailing,49er M,Lukasz Przybytek,POL
Summer,Tokyo,2020,Sailing,49er M,Pawel Kolodzinski,POL
Summer,Tokyo,2020,Sailing,49er M,Benjamin Bildstein,AUT
Summer,Tokyo,2020,Sailing,49er M,David Hussl,AUT
Summer,Tokyo,2020,Sailing,49er M,Leo Takahashi,JPN
Summer,Tokyo,2020,Sailing,49er M,Ibuki Koizumi,JPN
Summer,Tokyo,2020,Sailing,49er M,Will Phillips,AUS
Summer,Tokyo,2020,Sailing,49er M,Sam Phillips,AUS
Summer,Tokyo,2020,Sailing,49er M,Robert Dickson,IRL
Summer,Tokyo,2020,Sailing,49er M,Sean Waddilove,IRL
Summer,Tokyo,2020,Sailing,49er M,Sebastien Schneiter,SUI
Summer,Tokyo,2020,Sailing,49er M,Lucien Cujean,SUI
Summer,Tokyo,2020,Sailing,49er M,Lucas Rual,FRA
Summer,Tokyo,2020,Sailing,49er M,Emile Amoros,FRA
Summer,Tokyo,2020,Sailing,49er M,Marco Grael,BRA
Summer,Tokyo,2020,Sailing,49er M,Gabriel Borges,BRA
Summer,Tokyo,2020,Sailing,49er M,Ganapathy Kelapanda,IND
Summer,Tokyo,2020,Sailing,49er M,Varun Thakkar,IND
Summer,Tokyo,2020,Sailing,49er M,Benjamin Daniel,RSA
Summer,Tokyo,2020,Sailing,49er M,Alex Burger,RSA
Summer,Tokyo,2020,Sailing,49er M,William Jones,CAN
Summer,Tokyo,2020,Sailing,49er M,Evan DePaul,CAN
Summer,Tokyo,2020,Sailing,Finn M,Giles Scott,GBR
Summer,Tokyo,2020,Sailing,Finn M,Zsombor Berecz,HUN
Summer,Tokyo,2020,Sailing,Finn M,Joan Cardona Mendez,ESP
Summer,Tokyo,2020,Sailing,Finn M,Nicholas Heiner,NED
Summer,Tokyo,2020,Sailing,Finn M,Josh Junior,NZL
Summer,Tokyo,2020,Sailing,Finn M,Facundo Olezza Bazan,ARG
Summer,Tokyo,2020,Sailing,Finn M,Jake Lilley,AUS
Summer,Tokyo,2020,Sailing,Finn M,Alican Kaynar,TUR
Summer,Tokyo,2020,Sailing,Finn M,Max Salminen,SWE
Summer,Tokyo,2020,Sailing,Finn M,Tom Ramshaw,CAN
Summer,Tokyo,2020,Sailing,Finn M,Anders Pedersen,NOR
Summer,Tokyo,2020,Sailing,Finn M,Ioannis Mitakis,GRE
