Season,City,Year,Sport,Event,Name,NOC
Summer,Tokyo,2020,Rowing,Lightweight double sculls W,Jennieffer Zuniga,GUA
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Fintan McCarthy,IRL
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Paul O'Donovan,IRL
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Jonathan Rommelmann,GER
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Jason Osborne,GER
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Stefano Oppo,ITA
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Pietro Ruta,ITA
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Jiri Simanek,CZE
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Miroslav Jr. Vrastil,CZE
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Niels Van Zandweghe,BEL
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Tim Brys,BEL
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Bruno Cetraro Berriolo,URU
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Felipe Kluver Ferreira,URU
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Caetano Horta Pombo,ESP
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Manel Balastegui,ESP
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Jerzy Kowalski,POL
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Artur Mikolajczewski,POL
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Igor Khmara,UKR
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Stanislav Kovalov,UKR
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Patrick Keane,CAN
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Maxwell Lattimer,CAN
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Arjun Lal Jat,IND
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Arvind Singh,IND
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Kristoffer Brun,NOR
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Are Strandli,NOR
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Pedro Fraga,POR
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Afonso Costa,POR
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Cesar Abaroa,CHI
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Eber Sanhueza,CHI
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Cesar Amaris,VEN
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Jose Guipe,VEN
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Shakhboz Kholmurzaev,UZB
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Sobirjon Safaroliyev,UZB
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Kamel Ait Daoud,ALG
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Sid Boudina,ALG
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Siwakorn Wongpin,THA
Summer,Tokyo,2020,Rowing,Lightweight double sculls M,Nawamin Deenoi,THA
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Grace Prendergast,NZL
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Kerri Gowler,NZL
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Vasilisa Stepanova,ROC
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Elena Oriabinskaia,ROC
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Caileigh Filmer,CAN
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Hillary Janssens,CAN
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Helen Glover,GBR
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Polly Swann,GBR
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Maria Kyridou,GRE
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Christina Ioanna Bourmpou,GRE
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Aina Cid I Centelles,ESP
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Virginia Diaz Rivas,ESP
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Jessica Morrison,AUS
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Annabelle McIntyre,AUS
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Hedvig Lærke Rasmussen,DEN
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Fie Udby Erichsen,DEN
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Adriana Ailincai,ROU
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Iuliana Buhus,ROU
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Megan Kalmoe,USA
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Tracy Eisser,USA
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Aileen Crowley,IRL
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Monika Dukarska,IRL
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Kiri Tontodonati,ITA
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Aisha Rocek,ITA
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Huang Kaifeng,CHN
Summer,Tokyo,2020,Rowing,Pair without coxswain W,Liu Jinchao,CHN
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Martin Sinkovic,CRO
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Valent Sinkovic,CRO
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Marius Cozmiuc,ROU
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Ciprian Tudosa,ROU
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Frederic Vystavel,DEN
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Joachim Sutton,DEN
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Kai Langerfeld,CAN
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Conlin McCabe,CAN
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Martin Mackovic,SRB
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Milos Vasic,SRB
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Jaime Canalejo Pazos,ESP
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Javier Garcia Ordonez,ESP
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Niki Van Sprang,NED
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Guillaume Krommenhoek,NED
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Dzmitry Furman,BLR
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Siarhei Valadzko,BLR
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Thibaud Turlan,FRA
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Guillaume Turlan,FRA
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Sam Hardy,AUS
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Joshua Hicks,AUS
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Giovanni Abbagnale,ITA
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Vincenzo Abbagnale,ITA
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Brook Robertson,NZL
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Stephen Jones,NZL
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Luc Daffarn,RSA
Summer,Tokyo,2020,Rowing,Pair without coxswain M,Jake Green,RSA
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Lucas Theodoor Uittenbogaard,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Abe Wiersma,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Tone Wieten,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Koen Metsemakers,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Harry Leask,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Angus Groom,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Tom Barras,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Jack Beaumont,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Jack Cleary,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Caleb Antill,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Cameron Girdlestone,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Luke Letcher,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Dominik Czaja,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Wiktor Chabel,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Szymon Posnik,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Fabian Baranski,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Simone Venier,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Andrea Panizza,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Luca Rambaldi,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Giacomo Gentili,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Juri-Mikk Udam,EST
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Allar Raja,EST
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Tonu Endrekson,EST
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Kaspar Taimsoo,EST
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Yi Xudi,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Zang Ha,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Liu Dang,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Zhang Quan,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Tim Ole Naske,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Karl Schulze,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Hans Gruhne,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Max Appel,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Martin Helseth,NOR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Olaf Karl Tufte,NOR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Jan Oscar Stabe Helvig,NOR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Erik Andre Solbakken,NOR
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Armandas Kelmelis,LTU
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Martynas Dziaugys,LTU
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Dovydas Nemeravicius,LTU
Summer,Tokyo,2020,Rowing,Quadruple sculls M,Dominykas Jancionis,LTU
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Chen Yunxia,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Zhang Ling,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Lyu Yang,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Cui Xiaotong,CHN
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Agnieszka Kobus-Zawojska,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Marta Wieliczko,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Maria Sajdak,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Katarzyna Zillmann,POL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Ria Thompson,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Rowena Meredith,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Harriet Hudson,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Caitlin Cronin,AUS
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Valentina Iseppi,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Alessandra Montesano,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Veronica Lisi,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Stefania Gobbi,ITA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Daniela Schultze,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Franziska Kampmann,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Carlotta Nwajide,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Frieda Hammerling,GER
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Laila Youssifou,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Inge Janssen,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Olivia van Rooijen,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Nicole Beukers,NED
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Hannah Scott,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Mathilda Hodgkins Byrne,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Charlotte Hodgkins Byrne,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Lucy Glover,GBR
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Georgia Nugent-O'Leary,NZL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Ruby Tew,NZL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Eve Macfarlane,NZL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Olivia Loe,NZL
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Violaine Aernoudts,FRA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Margaux Bailleul,FRA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Marie Jacquet,FRA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Emma Lunatti,FRA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Cicely Madden,USA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Alison Rusher,USA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Meghan O'Leary,USA
Summer,Tokyo,2020,Rowing,Quadruple sculls without cox W,Ellen Tomek,USA
Summer,Tokyo,2020,Rowing,Single sculls W,Emma Twigg,NZL
Summer,Tokyo,2020,Rowing,Single sculls W,Hanna Prakatsen,ROC
Summer,Tokyo,2020,Rowing,Single sculls W,Magdalena Lobnig,AUT
Summer,Tokyo,2020,Rowing,Single sculls W,Victoria Thornley,GBR
Summer,Tokyo,2020,Rowing,Single sculls W,Jeannine Gmelin,SUI
Summer,Tokyo,2020,Rowing,Single sculls W,Jiang Yan,CHN
Summer,Tokyo,2020,Rowing,Single sculls W,Anna Sarah Souwer,NED
Summer,Tokyo,2020,Rowing,Single sculls W,Carling Zeeman,CAN
Summer,Tokyo,2020,Rowing,Single sculls W,Kara Kohler,USA
Summer,Tokyo,2020,Rowing,Single sculls W,Anneta Kyridou,GRE
Summer,Tokyo,2020,Rowing,Single sculls W,Nazanin Malaei,IRI
Summer,Tokyo,2020,Rowing,Single sculls W,Sanita Puspure,IRL
Summer,Tokyo,2020,Rowing,Single sculls W,Tatsiana Klimovich,BLR
Summer,Tokyo,2020,Rowing,Single sculls W,Lovisa Claesson,SWE
Summer,Tokyo,2020,Rowing,Single sculls W,Jovana Arsic,SRB
Summer,Tokyo,2020,Rowing,Single sculls W,Kenia Lechuga Alanis,MEX
Summer,Tokyo,2020,Rowing,Single sculls W,Milena Venega Cancio,CUB
Summer,Tokyo,2020,Rowing,Single sculls W,Maike Diekmann,NAM
Summer,Tokyo,2020,Rowing,Single sculls W,Felice Chow,TTO
Summer,Tokyo,2020,Rowing,Single sculls W,Huang Yi-ting,TPE
Summer,Tokyo,2020,Rowing,Single sculls W,Alejandra Alonso,PAR
Summer,Tokyo,2020,Rowing,Single sculls W,Veronica Toro Arana,PUR
Summer,Tokyo,2020,Rowing,Single sculls W,Wing Yan Hung,HKG
Summer,Tokyo,2020,Rowing,Single sculls W,Jeong Hyejeong,KOR
Summer,Tokyo,2020,Rowing,Single sculls W,Tala Abujbara,QAT
Summer,Tokyo,2020,Rowing,Single sculls W,Kathleen Noble,UGA
Summer,Tokyo,2020,Rowing,Single sculls W,Evidelia Gonzalez Jarquin,NCA
Summer,Tokyo,2020,Rowing,Single sculls W,Joan Poh,SIN
Summer,Tokyo,2020,Rowing,Single sculls W,Sarah Fraincart,MAR
Summer,Tokyo,2020,Rowing,Single sculls W,Esther Toko,NGR
Summer,Tokyo,2020,Rowing,Single sculls W,Claire Ayivon,TOG
Summer,Tokyo,2020,Rowing,Single sculls W,Esraa Khogali,SUD
Summer,Tokyo,2020,Rowing,Single sculls M,Stefanos Ntouskos,GRE
Summer,Tokyo,2020,Rowing,Single sculls M,Kjetil Borch,NOR
Summer,Tokyo,2020,Rowing,Single sculls M,Damir Martin,CRO
Summer,Tokyo,2020,Rowing,Single sculls M,Sverri Nielsen,DEN
Summer,Tokyo,2020,Rowing,Single sculls M,Alexander Vyazovkin,ROC
Summer,Tokyo,2020,Rowing,Single sculls M,Mindaugas Griskonis,LTU
Summer,Tokyo,2020,Rowing,Single sculls M,Oliver Zeidler,GER
Summer,Tokyo,2020,Rowing,Single sculls M,Gennaro Di Mauro,ITA
Summer,Tokyo,2020,Rowing,Single sculls M,Trevor Jones,CAN
Summer,Tokyo,2020,Rowing,Single sculls M,Bendeguz Petervari-Molnar,HUN
Summer,Tokyo,2020,Rowing,Single sculls M,Ryuta Arakawa,JPN
Summer,Tokyo,2020,Rowing,Single sculls M,Luca Verthein Ferreira,BRA
Summer,Tokyo,2020,Rowing,Single sculls M,Jordan Parry,NZL
Summer,Tokyo,2020,Rowing,Single sculls M,Abdelkhalek Elbanna,EGY
Summer,Tokyo,2020,Rowing,Single sculls M,Quentin Antognelli,MON
Summer,Tokyo,2020,Rowing,Single sculls M,Jan Fleissner,CZE
Summer,Tokyo,2020,Rowing,Single sculls M,Alvaro Torres Masias,PER
Summer,Tokyo,2020,Rowing,Single sculls M,Dara Alizadeh,BER
Summer,Tokyo,2020,Rowing,Single sculls M,Vladislav Yakovlev,KAZ
Summer,Tokyo,2020,Rowing,Single sculls M,Peter Purcell-Gilpin,ZIM
Summer,Tokyo,2020,Rowing,Single sculls M,Onat Kazakli,TUR
Summer,Tokyo,2020,Rowing,Single sculls M,Mohammed Al-Khafaji,IRQ
Summer,Tokyo,2020,Rowing,Single sculls M,Cris Nievarez,PHI
Summer,Tokyo,2020,Rowing,Single sculls M,Husein Alireza,KSA
Summer,Tokyo,2020,Rowing,Single sculls M,Ignacio Vasquez Jorge,DOM
Summer,Tokyo,2020,Rowing,Single sculls M,Felix Potoy,NCA
Summer,Tokyo,2020,Rowing,Single sculls M,Privel Hinkati,BEN
Summer,Tokyo,2020,Rowing,Single sculls M,Franck N'Dri,CIV
Summer,Tokyo,2020,Rowing,Single sculls M,Alhussein Gambour,LBA
Summer,Tokyo,2020,Rowing,Single sculls M,Riilio Rii,VAN
Summer,Tokyo,2020,Rowing,Single sculls M,Abdulrahman Alfadhel,KUW
Summer,Tokyo,2020,Rowing,Single sculls M,Finn Florijn,NED
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,NZL
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,FRA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,FIJ
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,GBR
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,AUS
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,USA
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,CHN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_6,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_7,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_8,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_9,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_10,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_11,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_12,ROC
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_1,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_2,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_3,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_4,CAN
Summer,Tokyo,2020,Rugby,Rugby sevens W,Rugby sevens W_5,CAN
